nama,kalori,lemak,karbo,protein,lemak_jenuh,kolesterol_mg,sodium_mg,serat_g,gula_g,url,keyword
Burger Ayam,80,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bernardi/burger-ayam/1-buah,Soto Ayam
Soto Betawi Kuah Susu,617,23.0,46.0,55.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/soto-betawi-kuah-susu/1-porsi,Soto Ayam
Kornet Daging Ayam,70,3.5,5.0,5.0,1.33,21.0,238.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pronas/kornet-daging-ayam/1-porsi,Soto Ayam
Saus Asam Manis,60,0.0,14.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/saus-asam-manis/1-porsi,Soto Ayam
Isi 2 Mi Goreng Rasa Ayam Kremes,560,23.0,79.0,10.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/sarimi/isi-2-mi-goreng-rasa-ayam-kremes/1-porsi,Soto Ayam
Karage Ayam Pedas,220,7.0,14.0,26.0,0.64,9.0,92.0,0.1,0.14,https://www.fatsecret.co.id/kalori-gizi/sunny-gold/karage-ayam-pedas/100g,Soto Ayam
Bakso Ayam,90,4.0,7.0,7.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/jofrans/bakso-ayam/1-takaran-saji,Soto Ayam
Ayam Balado,207,10.0,3.0,23.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/satu-porsi/ayam-balado/100g,Soto Ayam
Ayam Bumbu,110,6.0,12.0,2.0,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/chitato/ayam-bumbu/1-porsi,Soto Ayam
Bumbu Ayam Goreng,15,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-ayam-goreng/1-porsi,Soto Ayam
Mie Rasa Soto Koya Pedas Dower,350,15.0,46.0,7.0,0.44,1.0,226.0,1.7,1.93,https://www.fatsecret.co.id/kalori-gizi/indomie/mie-rasa-soto-koya-pedas-dower/1-porsi,Soto Ayam
"Gudeg, Telur, Ayam, Krecek",200,11.0,18.0,8.0,0.13,0.0,549.0,9.3,0.0,https://www.fatsecret.co.id/kalori-gizi/bu-tjitro/gudeg-telur-ayam-krecek/1-kaleng,Soto Ayam
Bumbu Ayam Kecap,50,2.0,8.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-ayam-kecap/1-porsi,Soto Ayam
Siomay Ayam Sayur,170,5.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/wei-wang/siomay-ayam-sayur/5-biji,Soto Ayam
Bakso Ayam,60,3.0,2.0,7.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/bernardi/bakso-ayam/1-porsi,Soto Ayam
Ayam Kecombrang,162,6.0,2.0,23.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/satu-porsi/ayam-kecombrang/1-serving,Soto Ayam
Nyam Nyam Popstix,80,3.5,11.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/arnotts/nyam-nyam-popstix/1-stick,Soto Ayam
Paha Ayam,245,15.36,0.0,24.85,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/superindo/paha-ayam/100g,Soto Ayam
Ayam Bakar Limau,400,14.0,61.0,8.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mie-sedaap/ayam-bakar-limau/1-bungkus,Soto Ayam
Ayam Saus Telur Asin,30,1.5,2.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/royco/ayam-saus-telur-asin/1-porsi,Soto Ayam
Nasi Ayam Woku,400,6.0,61.0,24.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indomaret/nasi-ayam-woku/1-porsi,Soto Ayam
Bihun Goreng Ayam,455,17.04,54.79,17.73,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/solaria/bihun-goreng-ayam/1-porsi,Soto Ayam
Bumbu Lumur Ayam Spesial,25,0.0,5.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sasa/bumbu-lumur-ayam-spesial/1-porsi,Soto Ayam
Isi 2 Soto Koya Jeruk Nipis,450,19.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sarimi/isi-2-soto-koya-jeruk-nipis/100g,Soto Ayam
Naget Ayam,290,16.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/so-eco/naget-ayam/100g,Soto Ayam
Super Bubur Rasa Ayam,170,3.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/super-bubur-rasa-ayam/1-bungkus,Soto Ayam
Kornet Ayam,120,4.0,2.0,22.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/vigo/kornet-ayam/100g,Soto Ayam
Ayam Bakar Bumbu Rujak,30,1.0,4.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/ayam-bakar-bumbu-rujak/1-porsi,Soto Ayam
Bumbu Hitam Madura,242,16.14,25.08,3.19,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/bumbu-hitam-madura,Soto Madura
Nasi Ayam Madura,453,13.0,45.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/nasi-ayam-madura/1-serving,Soto Madura
Nasi Madura Fukumi,269,7.8,20.6,33.0,0.57,217.0,335.0,0.5,0.66,https://www.fatsecret.co.id/kalori-gizi/shine-cake/nasi-madura-fukumi/1-porsi,Soto Madura
Zuperrr Keju,120,6.0,17.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/zuperrr-keju/1-potong,Soto Madura
Teh Pucuk Harum,70,0.0,18.0,0.0,0.01,0.0,7.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/teh-pucuk-harum/1-botol,Soto Madura
Madu,90,0.0,22.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madurasa/madu/1-porsi,Soto Madura
Mie Gelas Rasa Baso Sapi,120,4.0,18.0,3.0,0.42,29.0,236.0,1.2,120.0,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-gelas-rasa-baso-sapi/1-porsi,Soto Madura
Beng Beng,100,5.0,13.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/beng-beng/1-bungkus,Soto Madura
Madura Fried Rice Shirataki,345,19.0,18.0,28.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/madura-fried-rice-shirataki/1-porsi,Soto Madura
Teh Pucuk Harum Less Sugar,45,0.0,12.0,0.0,0.01,0.0,7.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/teh-pucuk-harum-less-sugar/1-botol,Soto Madura
Super Bubur,190,3.0,32.0,3.0,0.06,3.0,121.0,0.7,20.3,https://www.fatsecret.co.id/kalori-gizi/mayora/super-bubur/1-pak,Soto Madura
Coffee Joy,120,4.5,17.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/coffee-joy/8-potongan-potongan,Soto Madura
Astor,70,3.0,10.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/astor/5-tongkat,Soto Madura
Zuperrr Keju Susu,100,4.5,14.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/zuperrrkeju/4-keping,Soto Madura
Energen Jagung,110,2.5,20.0,1.0,0.27,0.0,223.0,1.7,7.45,https://www.fatsecret.co.id/kalori-gizi/mayora/energen-jagung/1-gelas,Soto Madura
Zuperrr Keju Malkist,110,5.0,13.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/zuperrr-keju-malkist/2-keping,Soto Madura
Kalpa,120,7.0,11.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/kalpa/1-porsi,Soto Madura
Tahu Sutra Silken Tofu,115,8.0,2.0,9.0,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/sakura/tahu-sutra-silken-tofu/100g,Soto Madura
Super Bubur Rasa Abon Sapi,190,4.5,34.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/super-bubur-rasa-abon-sapi/1-bungkus,Soto Madura
Q Guava,80,0.0,19.0,0.0,0.05,0.0,7.0,0.0,3.0,https://www.fatsecret.co.id/kalori-gizi/mayora/q-guava/1-botol,Soto Madura
Ayam Panggang Bumbu Madura With Corn Rice,451,11.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-panggang-bumbu-madura-with-corn-rice/1-porsi,Soto Madura
Mie Goreng,290,13.0,37.0,6.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/sakura/mie-goreng/1-porsi,Soto Madura
Mie Gepeng Soup Green Chili Soto,290,12.0,40.0,7.0,0.38,3.0,84.0,0.7,0.21,https://www.fatsecret.co.id/kalori-gizi/gaga/mie-gepeng-soup-green-chili-soto/1-porsi,Soto Madura
Bakmi Mewah Goreng Rasa Bulgogi,200,9.0,24.0,6.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/bakmi-mewah-goreng-rasa-bulgogi/1-takaran-saji,Soto Madura
Smoked Chicken Bumbu Madura with Nasi Uduk,506,14.0,61.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/smoked-chicken-bumbu-madura-with-nasi-uduk/1-serving,Soto Madura
Better Sandwich Biscuit (120g),100,5.0,13.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/better-sandwich-biscuit/1-biji,Soto Madura
Superstar Triple Chocolate,80,4.5,10.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/superstar-triple-chocolate/1-bungkus,Soto Madura
Cool Time Coconut Water,50,0.0,13.0,0.0,29.7,0.0,20.0,9.0,6.23,https://www.fatsecret.co.id/kalori-gizi/mayora/cool-time-coconut-water/1-porsi,Soto Madura
Beng-Beng Share It,45,2.5,6.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/beng-beng-share-it/1-sachet,Soto Madura
Madu,50,0.0,12.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madu-nusantara/madu/1-porsi,Soto Madura
Energen Kacang Hijau,130,3.0,23.0,2.0,0.27,0.0,223.0,1.7,7.45,https://www.fatsecret.co.id/kalori-gizi/mayora/energen-kacang-hijau/1-sachet,Soto Madura
Honey Milk,180,5.0,30.0,4.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madu-nusantara/honey-milk/1-porsi,Soto Madura
Mie Gelas Rasa Sop Buntut,140,6.0,17.0,3.0,0.42,29.0,236.0,1.2,120.0,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-gelas-rasa-sop-buntut/1-bungkus,Soto Madura
Kalpa Share It,50,3.0,5.0,1.0,29.7,0.0,20.0,9.0,6.23,https://www.fatsecret.co.id/kalori-gizi/mayora/kalpa-share-it/1-porsi,Soto Madura
Pop Mie Mini rasa Soto Mie,170,8.0,22.0,3.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/pop-mie/pop-mie-mini-rasa-soto-mie/1-cup,Soto Madura
Wafer Coklat Kelapa,140,8.0,13.0,2.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/wafer-coklat-kelapa/1-porsi,Soto Madura
Mie Sukses Isi 2 Rasa Soto,500,18.0,70.0,13.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/wings-food/mie-sukses-isi-2-rasa-soto/1-bungkus,Soto Madura
Mi Instan Kuah Rasa Soto,290,8.0,45.0,9.0,0.66,14.0,868.0,0.0,1.06,https://www.fatsecret.co.id/kalori-gizi/fitmee/mi-instan-kuah-rasa-soto/1-porsi,Soto Madura
Migelas,140,5.0,16.0,3.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mayora/migelas/1-porsi,Soto Madura
Mi Instan Rasa Soto Mi,340,14.0,47.0,7.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/nabati/mi-instan-rasa-soto-mi/1-bungkus,Soto Madura
Ayam Panggang Bumbu Madura with Red Grain Rice,538,14.0,71.0,32.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit/ayam-panggang-bumbu-madura-with-red-grain-rice/1-serving,Soto Madura
Mie Instan Kuah Rasa Soto Koya,220,3.0,41.0,7.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/lemonilo/mie-instan-kuah-rasa-soto-koya/1-bungkus,Soto Madura
Wafello Coconut Creme,90,4.5,11.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/wafello-coconut-creme/1-bungkus-6-keping,Soto Madura
Malkist Keju Tabur,80,3.5,10.0,2.0,21.09,105.0,621.0,0.0,0.52,https://www.fatsecret.co.id/kalori-gizi/mayora/malkist-keju-tabur/1-porsi,Soto Madura
Better Fun Bites,100,5.0,13.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/better-fun-bites/1-serving,Soto Madura
Zuperr Keju Choco,120,6.0,17.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/zuperr-keju-choco/1-porsi,Soto Madura
Superstar Snaps,150,8.0,17.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/superstar-snaps/1-porsi,Soto Madura
Konyaku Jelly Powder,40,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sakura/konyaku-jelly-powder/1-bungkus,Soto Madura
Mie Gelas Rasa Ayam Bawang,120,6.0,18.0,3.0,0.03,0.0,3.0,1.4,4.28,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-gelas-rasa-ayam-bawang/1-porsi,Soto Madura
Madurasa Premium,80,0.0,20.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madurasa/madurasa-premium/1-sajian,Soto Madura
Madurasa,60,0.0,16.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madurasa/madurasa/1-porsi,Soto Madura
Madurasa Murni,35,0.0,8.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madurasa/madurasa-murni/1-porsi,Soto Madura
Super Star,60,3.5,8.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/super-star/1-porsi,Soto Madura
Tongseng Khas Solo,35,1.5,5.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bango/tongseng-khas-solo/1-sachet,Soto Madura
Egg Tofu,77,4.0,1.0,7.0,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/sakura/egg-tofu/100g,Soto Madura
Madurasa Jeruk Nipis,80,0.0,20.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madurasa/madurasa-jeruk-nipis/1-sachet,Soto Madura
Mie Oven Rasa Mi Goreng Gulai Sultan,300,7.0,47.0,10.0,0.42,29.0,236.0,1.2,120.0,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-oven-rasa-mi-goreng-gulai-sultan/1-porsi,Soto Madura
Fruta Gummy,40,0.0,9.0,1.0,0.0,0.0,2.0,0.0,3.77,https://www.fatsecret.co.id/kalori-gizi/mayora/fruta-gummy/1porsi,Soto Madura
Mie Oven Mie Goreng Bawang,300,7.0,50.0,8.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-oven-mie-goreng-bawang/1-bungkus,Soto Madura
Wafello Choco Blast,90,4.5,11.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/wafello-choco-blast/1-sajian,Soto Madura
Bigger Better Sandwich Biscuit,140,7.0,18.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/bigger-better-sandwich-biscuit/1-serving,Soto Madura
Royal Choice,150,8.0,19.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/royal-choice/5-keping,Soto Madura
Super Bubur Dengan Kuah Kari,190,3.5,36.0,3.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/super-bubur-dengan-kuah-kari/1-porsi,Soto Madura
Jus Madu,80,0.0,20.0,0.0,0.0,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/madu-nusantara/jus-madu/1-porsi,Soto Madura
Tenderloin Sate Maranggi with Soto Betawi,477,13.0,59.0,31.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit/tenderloin-sate-maranggi-with-soto-betawi/1-serving,Soto Madura
Ayam Khas Madura With Nasi Daun Jeruk And Traditional Tempe Bacem,465,14.0,46.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ayam-khas-madura-with-nasi-daun-jeruk-and-traditional-tempe-bacem/1-porsi,Soto Madura
Ayam Bumbu Hitam Madura with Nasi Tutug Oncom + Tempe Goreng Bawang,503,15.0,57.0,35.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/ayam-bumbu-hitam-madura-with-nasi-tutug-oncom-tempe-goreng-bawang/1-serving,Soto Madura
Roma Malkist Keju Tabur,50,2.5,7.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/roma-malkist-keju-tabur/2-keping,Soto Madura
Nipis Madu,100,0.0,24.0,0.0,0.0,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/nipis-madu/1-botol,Soto Madura
Ayam Sinjay Madura With Nasi Kremes + Tahu Telur Bumbu Kacang,460,14.0,46.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ayam-sinjay-madura-with-nasi-kremes-tahu-telur-bumbu-kacang/1-porsi,Soto Madura
Prima Sandwich,150,6.0,22.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/prima-sandwich/1-porsi,Soto Madura
Japanese Silken Tofu,115,8.0,2.0,9.0,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/sakura/japanese-silken-tofu/100g,Soto Madura
Tenderloin Sate Maranggi with Soto Betawi + Tempe Goreng Bawang,477,13.0,59.0,31.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/tenderloin-sate-maranggi-with-soto-betawi-tempe-goreng-bawang/1-serving,Soto Madura
Honeymon,45,0.0,10.5,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madu-nusantara/honeymon/100ml,Soto Madura
Jae Jae Permen Jahe,35,0.0,9.0,0.0,0.0,0.0,2.0,0.0,3.77,https://www.fatsecret.co.id/kalori-gizi/mayora/jae-jae-permen-jahe/3-butir,Soto Madura
Wafello Butter Caramel,90,4.0,12.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/wafello-butter-caramel/1-porsi,Soto Madura
Mie Oven Gulai Sultan,270,7.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-oven-gulai-sultan/1-serving,Soto Madura
Banjar Chicken Soto with Brown Rice Cakes and Potato Cake,443,13.0,46.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/banjar-chicken-soto-with-brown-rice-cakes-and-potato-cake/1-box,Soto Madura
Kis Mint Grape,30,0.0,7.0,0.0,0.0,0.0,2.0,0.0,3.77,https://www.fatsecret.co.id/kalori-gizi/mayora/kis-mint-grape/3-butir,Soto Madura
Madujae,60,0.0,15.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/madu-nusantara/madujae/1-porsi,Soto Madura
Mie Instan Rasa Kaldu Ayam,260,10.0,38.0,6.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/sakura/mie-instan-rasa-kaldu-ayam/1-porsi,Soto Madura
Mie Oven,300,7.0,46.0,8.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-oven/1-porsi,Soto Madura
Prima Biskuit Kelapa,110,4.5,16.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/prima-biskuit-kelapa/1-sajian,Soto Madura
WOW Spageti Bolognese,320,10.0,46.0,10.0,0.18,0.0,232.0,1.8,0.56,https://www.fatsecret.co.id/kalori-gizi/mayora/wow-spageti-bolognese/1-porsi,Soto Madura
Dark Wonder,180,15.0,9.0,3.0,14.23,23.0,79.0,3.4,51.5,https://www.fatsecret.co.id/kalori-gizi/mayora/dark-wonder/1-serving,Soto Madura
Mie Oven Rasa Mie Goreng Bawang,280,7.0,46.0,8.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-oven-rasa-mie-goreng-bawang/1-porsi,Soto Madura
Mi Gelas Goreng,160,7.0,20.0,4.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mayora/mi-gelas-goreng/1-bungkus,Soto Madura
Collagena Susu Steril,130,6.0,11.0,8.0,2.97,17.0,100.0,0.0,12.59,https://www.fatsecret.co.id/kalori-gizi/mayora/collagena-susu-steril/1-kaleng,Soto Madura
Mie Goreng Rasa Ayam,300,13.0,41.0,5.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/sakura/mie-goreng-rasa-ayam/1-porsi,Soto Madura
Wafello Cheddar Cheese,70,3.5,10.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/wafello-cheddar-cheese/1-bungkus,Soto Madura
Champion,100,2.5,18.0,2.0,14.23,23.0,79.0,3.4,51.5,https://www.fatsecret.co.id/kalori-gizi/mayora/champion/1-saset,Soto Madura
Lavita,110,4.5,17.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/lavita/1porsi,Soto Madura
Choki Stix,120,5.0,16.0,2.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/choki-stix/1-bungkus,Soto Madura
Mie Oven Mie Goreng Gulai Sultan,300,7.0,47.0,10.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-oven-mie-goreng-gulai-sultan/1-porsi,Soto Madura
Wow Spageti Creamy Carbonara,360,11.0,56.0,11.0,0.18,0.0,232.0,1.8,0.56,https://www.fatsecret.co.id/kalori-gizi/mayora/wow-spageti-creamy-carbonara/1-serving,Soto Madura
WOW Spageti,360,11.0,56.0,11.0,0.18,0.0,232.0,1.8,0.56,https://www.fatsecret.co.id/kalori-gizi/mayora/wow-spageti/1-porsi,Soto Madura
Apetito Pizza,70,2.5,10.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/apetito-pizza/1-porsi,Soto Madura
Superstar Full Chocolate,60,3.5,8.0,1.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/mayora/superstar-full-chocolate/1-kemasan,Soto Madura
WOW Spaghetti Aglio Olio,300,8.0,46.0,11.0,0.18,0.0,232.0,1.8,0.56,https://www.fatsecret.co.id/kalori-gizi/mayora/wow-spaghetti-aglio-olio/1-sajian,Soto Madura
Sosis Solo,70,3.58,5.57,3.83,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/holland-bakery/sosis-solo/1-serving,Soto Madura
Better Caramel,130,5.0,19.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/mayora/better-caramel/1-porsi,Soto Madura
Mie Sakura Rasa Seblak Jeletot,280,11.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sakura/mie-sakura-rasa-seblak-jeletot/1-bungkus,Soto Madura
Rawon,119,7.4,3.48,9.6,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/rawon,Rawon
Instan Opor Ayam,20,0.5,3.0,0.0,0.07,0.0,792.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/royco/instan-opor-ayam/1-serving,Opor Ayam
Bumbu Opor Ayam,35,2.5,2.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-opor-ayam/1-porsi,Opor Ayam
Ayam Opor Gudeg Jogja With Nasi Gurih And Healthy Krecek,441,13.0,46.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ayam-opor-gudeg-jogja-with-nasi-gurih-and-healthy-krecek/1-porsi,Opor Ayam
Nasi Pedas Ayam Suwir Opor,348,8.0,46.0,22.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/nasi-loca/nasi-pedas-ayam-suwir-opor/1-porsi,Opor Ayam
Opor Ayam Cepu,25,2.0,2.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bango/opor-ayam-cepu/1-porsi,Opor Ayam
Bumbu Opor,90,6.0,7.0,2.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sasa/bumbu-opor/1-porsi,Opor Ayam
Opor Ayam Opor Ayam with Ketupat Beras Merah,464,12.0,46.0,43.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/opor-ayam-opor-ayam-with-ketupat-beras-merah/1-serving,Opor Ayam
